request_id,circuit_id,timestamp,status,guard_fingerprint,guard_nickname,guard_address,guard_country,middle_fingerprint,middle_nickname,middle_address,middle_country,exit_fingerprint,exit_nickname,exit_address,exit_country,build_time,purpose,guard_bandwidth,middle_bandwidth,exit_bandwidth,circuit_setup_duration,total_bytes
13,1012,2025-11-19T23:08:14.948071,BUILT,A304F2E645EEAAA130C9A3455BF52B13C7192D1A,GuardNode880,127.0.156.85,DE,C586C24C183280BA9E6D2D7A41B75C1A7F082D99,MiddleNode841,127.0.239.139,US,113CC2F97EDA8A3EBB27FF93CE32C9D9D8522426,ExitNode513,127.0.99.59,NL,2025-11-19T23:08:14.622071,GENERAL,2358736,1368203,3530572,1.5805083688004107,877529
14,1013,2025-11-19T23:08:19.420945,BUILT,61B7A1F50CE1D795DEC979469E63EC18749DDC91,GuardNode942,127.0.119.220,CA,56A0D4EC6504EB3FECEE01CE373679CF0AC52B47,MiddleNode716,127.0.4.156,US,ECBABEF30A2D88DD6F893F5E90DF3A7E4A67B3FB,ExitNode552,127.0.159.139,FR,2025-11-19T23:08:18.578945,GENERAL,2098965,1738337,4116218,1.1798123640543494,540453
15,1014,2025-11-19T23:08:06.817196,BUILT,6DEAF38CF74CE5FB4E918A7E0F48C868E425374B,GuardNode815,127.0.219.182,CH,905D15C9D71A6A12966EAAAA29B84C053652D086,MiddleNode128,127.0.89.107,NL,DB885020DFE002BBA047471F618CE1E8C3383F38,ExitNode245,127.0.7.106,FR,2025-11-19T23:08:05.988196,GENERAL,2668427,1891021,8653123,0.7397022080302733,796983
16,1015,2025-11-19T23:08:05.788934,BUILT,B34E606EF4F5A28FC58C599F59A991A0FCD5C2D0,GuardNode741,127.0.23.16,SE,1E4AC1947BE7CE326541CF9964BC1D1DE82F9C7E,MiddleNode932,127.0.45.207,AT,D1596E417E8931CFE67A11C6CB30D9A4E203ED47,ExitNode404,127.0.112.178,FR,2025-11-19T23:08:05.450934,GENERAL,2975386,6437394,5679266,0.7627671224274857,952771
17,1016,2025-11-19T23:08:24.415826,BUILT,5B66206DEFEC889D1226D7661AABED44D048A35E,GuardNode394,127.0.130.204,DE,18101F87652399029D45A1CAB1AEA61E33389D47,MiddleNode403,127.0.43.253,JP,06EDFFBFBAFFD6710A7E187AC3B6A9E3C637D650,ExitNode387,127.0.98.55,DE,2025-11-19T23:08:23.805826,GENERAL,2683958,6727630,1744710,1.7644224844535665,452343
18,1017,2025-11-19T23:08:26.236537,BUILT,6DEAF38CF74CE5FB4E918A7E0F48C868E425374B,GuardNode815,127.0.219.182,CH,3D25CB1B6CF1D63D75B7F58A2331746BAF121198,MiddleNode507,127.0.43.39,DE,50718C23D095F5CA4DEA3F2102BBD9716373B683,ExitNode907,127.0.197.128,CH,2025-11-19T23:08:25.317537,GENERAL,2668427,8764180,5792445,2.150796420462671,780442
19,1018,2025-11-19T23:08:23.299574,BUILT,CE7903C2D78C49007179E47B13CB92DE3937E14A,GuardNode162,127.0.0.32,SE,284B6644D1CE98FADC132D199BEB8D6AF21396EC,MiddleNode307,127.0.128.245,CH,B89F48895B3AC978E258DAB74044E12F204C0D4D,ExitNode730,127.0.189.198,AT,2025-11-19T23:08:23.194574,GENERAL,5072697,4702059,4127988,1.8842737999637338,190614
20,1019,2025-11-19T23:08:18.993429,BUILT,4BF5D49778A1A1F430D8689117CAD6918D4E3930,GuardNode621,127.0.138.172,AT,808D44D44F9EC54AE6099C15764EF1ACC582B5AE,MiddleNode66,127.0.61.201,CA,3DF76DD890009F21D695D68E7DC5F0C5C8E09E55,ExitNode901,127.0.37.24,JP,2025-11-19T23:08:18.707429,GENERAL,3121566,5510406,7562764,1.1428621643676413,256558
21,1020,2025-11-19T23:08:28.603297,BUILT,1ADD3EE3B7C1DBB6E06F40916AF01E4E3970F339,GuardNode654,127.0.112.147,GB,670F717531D54AF4EED6F3F45DEB7A7C2233C40E,MiddleNode59,127.0.51.220,JP,6E950AECD4D31195C4A47B4AA517361992C2265C,ExitNode753,127.0.202.203,CH,2025-11-19T23:08:28.195297,GENERAL,5010255,2548494,1812410,0.5920590135023489,970384
22,1021,2025-11-19T23:08:18.485998,BUILT,199D4E62337F9C7AD288646BF190114CED99F2D0,GuardNode825,127.0.186.84,AT,320A9A827DD10E8FF813D20E95E3E4DC39ED47ED,MiddleNode139,127.0.228.196,US,FD74D6281A7FC8528011393C536CD15CF35A379C,ExitNode555,127.0.73.96,CA,2025-11-19T23:08:17.817998,GENERAL,2555411,5594618,6710921,1.2844628704888907,563383
23,1022,2025-11-19T23:08:11.979187,BUILT,0408A0C1F9F14DBA6103F69973A7104206F5042C,GuardNode517,127.0.210.106,DE,C5992153CDB23C166104103EECD8FA4921E52840,MiddleNode414,127.0.59.72,DE,06B443DBDC8C003C67CAA2D94552408639076DF7,ExitNode470,127.0.39.164,FR,2025-11-19T23:08:11.115187,GENERAL,1678782,2637774,5732336,1.3585741257472859,939469
24,1023,2025-11-19T23:08:27.768595,BUILT,39422295D54CCF629F99142B88F553F08D5984AB,GuardNode241,127.0.20.168,CA,7F3BF900B6B44CF15D13CEB68FB3F48DC45D42EE,MiddleNode895,127.0.95.161,JP,C463FDE49A05E9A273763ACA059D816667BF25D0,ExitNode95,127.0.164.236,NL,2025-11-19T23:08:26.955595,GENERAL,7422344,9340506,9105123,2.172054891866818,766018
25,1024,2025-11-19T23:08:28.481181,BUILT,817FCA923618A0BE86FD2E4E5BCAE7C283F7F470,GuardNode209,127.0.187.198,AT,1B6C7D6C2FF3470892E82AD5AF7D2C642E8688DC,MiddleNode309,127.0.141.129,US,2042BFAE1F43695AE5C0EF31896B79251E6E2F07,ExitNode376,127.0.70.31,FR,2025-11-19T23:08:27.535181,GENERAL,7765044,8653554,4901964,1.31587311487167,375528
26,1025,2025-11-19T23:08:38.476213,BUILT,75CFD9E7A770DD610ED7BD94F2B868A2200FDE94,GuardNode1000,127.0.32.245,NL,E7C2CAFFA57DB154F53085BB56055FF531F4ADDC,MiddleNode850,127.0.116.148,NL,3F1BA31F90F944089E4DEE2B6877C5314F74E79E,ExitNode167,127.0.185.218,DE,2025-11-19T23:08:38.206213,GENERAL,9792919,5746211,5415130,0.9919970932130642,127290
27,1026,2025-11-19T23:08:28.006587,BUILT,62B8627CC6FBC3CF68EEF20939F5D6E5019340C4,GuardNode931,127.0.227.35,NL,29FFD95CBFD873B4279AD9335E0BFE84957F475A,MiddleNode190,127.0.205.175,JP,759A427A1996B150DB45A9B18F3D4F973C31B934,ExitNode816,127.0.113.203,DE,2025-11-19T23:08:27.514587,GENERAL,7939158,2953157,3093276,1.9587828936976952,674332
28,1027,2025-11-19T23:08:22.832055,BUILT,F94519F1909DB6ED2EF99CC5832043FE90B29015,GuardNode280,127.0.145.233,AT,0D7C2E1865444A6E0A0948A8584A6EB5B190EC6F,MiddleNode173,127.0.108.4,DE,9E8C57D7277DB2FE8AE102498AF71DB4726E8EE8,ExitNode589,127.0.206.5,DE,2025-11-19T23:08:22.393055,GENERAL,8993743,7768401,1264125,1.474391062341829,53167
29,1028,2025-11-19T23:08:17.339077,BUILT,76D1A6B3D9E919BF6614047B49D14DEFC04879F2,GuardNode620,127.0.98.242,NL,21D2FF85FDE1A34B757B49CE49361298B20DBA62,MiddleNode331,127.0.130.193,SE,492A15A2326884825FC3597A98AB10280806A030,ExitNode536,127.0.57.128,SE,2025-11-19T23:08:16.597077,GENERAL,4745505,9806399,5888294,1.5424494590717859,552339
30,1029,2025-11-19T23:08:26.117421,BUILT,AE6E4A28FE7184A6417087B776A6D16E77B3D3E7,GuardNode335,127.0.183.135,CA,DAED48CB0A2313DA2BFDEE6AFCA9C8EAD8D4B411,MiddleNode276,127.0.43.54,GB,E0A9043B0D5B45BF0AE46D63425F0DCCCA837CDE,ExitNode743,127.0.89.43,CA,2025-11-19T23:08:25.826421,GENERAL,3933979,6172052,8356334,1.838761448751419,295869
31,1030,2025-11-19T23:08:49.945840,BUILT,5F7FF1EDB40E0E1CB40BA81F89A95808F584C737,GuardNode872,127.0.178.246,FR,B11595F85C8939B6E210DEF24B150026CA271D55,MiddleNode758,127.0.116.64,CA,BE5C068F33262C5DAD9C273482E350A8CEB3786B,ExitNode396,127.0.124.172,CH,2025-11-19T23:08:49.711840,GENERAL,5242324,3478259,8824462,2.259339470155882,737291
32,1031,2025-11-19T23:08:19.679001,BUILT,85AE7041F36735DF3233A64146E22064AF78C656,GuardNode341,127.0.254.213,AT,56A0D4EC6504EB3FECEE01CE373679CF0AC52B47,MiddleNode716,127.0.4.156,US,4F4FADCEA09F388EAA8EE9C1DD6EFCBFB79C1A48,ExitNode29,127.0.22.223,CH,2025-11-19T23:08:18.844001,GENERAL,9538892,1738337,7946393,1.4541143648932204,495057
33,1032,2025-11-19T23:08:19.618602,BUILT,A4221A7970F0D49F4E4DB5DD22248C954BAC1833,GuardNode582,127.0.192.178,JP,8838E5C50633E2D6C2DFD2AF485BBCD98FFEB076,MiddleNode726,127.0.124.220,NL,877B110CF6BD8D26554EDCB22F3DE2B76D1D135E,ExitNode241,127.0.172.54,DE,2025-11-19T23:08:19.485602,GENERAL,9660665,6679570,7572474,1.1534113506340742,226786
34,1033,2025-11-19T23:08:43.312777,BUILT,2AFACA58042CEDEE2F097FBF78B77472CCD9131C,GuardNode577,127.0.179.159,GB,9205FC7C83D035DC611EBE0AD0EF92EE3A10688E,MiddleNode340,127.0.110.82,SE,4453919596E98C024A1816BC10B6B4B74F9211C9,ExitNode291,127.0.159.30,CA,2025-11-19T23:08:42.502777,GENERAL,2646658,8525444,3148500,2.196033056954218,106107
35,1034,2025-11-19T23:08:43.640181,BUILT,88EAFD6A177FE6EDEF28EA00C0C02ECC373C51D6,GuardNode311,127.0.92.156,AT,905D15C9D71A6A12966EAAAA29B84C053652D086,MiddleNode128,127.0.89.107,NL,BF53B0DE005DAC962073B620699E0EBA07BDB637,ExitNode588,127.0.231.179,US,2025-11-19T23:08:43.316181,GENERAL,5801771,1891021,8566674,1.9878422474166204,630976
36,1035,2025-11-19T23:08:59.426582,BUILT,E41660E9057102111F33DD54A8111087CD2E81C1,GuardNode540,127.0.168.66,US,6DDD06AA29E5E8C4AA03419B88E4072C4FFC0EED,MiddleNode680,127.0.124.97,JP,A06BE9B24C654AAF835BBCD75B8D07782543ABF3,ExitNode259,127.0.255.159,US,2025-11-19T23:08:58.633582,GENERAL,3195103,2247683,2526369,0.8988058338231371,442892
37,1036,2025-11-19T23:08:55.040216,BUILT,9FF6AC832ACB50D8A19209D94359F9B6FDDFB706,GuardNode450,127.0.31.156,DE,C8C2293E386B9EBD70D17873E81F0F218E1952CE,MiddleNode501,127.0.243.170,US,E6E6716A3C6E5A1C6D3B85F8C3B1816657A261A1,ExitNode763,127.0.182.16,SE,2025-11-19T23:08:54.088216,GENERAL,6613177,6686659,3361094,1.6350215621572854,929988
38,1037,2025-11-19T23:08:31.124697,BUILT,A35A1E697DE40123C95399D8545C5E7AAA98EABB,GuardNode590,127.0.34.241,CA,73694E574B1CDE0FEF2E4BAF942C8313E65E9FEE,MiddleNode205,127.0.81.154,GB,AF2490F0FC51DCD96C7E1791D4C5E95A2E04D2D3,ExitNode89,127.0.116.196,CH,2025-11-19T23:08:30.502697,GENERAL,2912210,3804859,9528143,0.8011508613475704,433896
39,1038,2025-11-19T23:08:31.289419,BUILT,E6803A385A8D3E93790980878C79F2041B4DD811,GuardNode353,127.0.170.25,FR,B6FDD416783B1773717D2862F674D0C7C8C1731D,MiddleNode164,127.0.150.57,NL,DA4E8E11336D09E3C5182DA51BAF9CD50AA724D6,ExitNode592,127.0.205.11,GB,2025-11-19T23:08:30.452419,GENERAL,2229786,6282388,1423677,2.385672397240831,36475
40,1039,2025-11-19T23:08:37.671601,BUILT,B5E33DB1ED8C9B302A93F8941FE897A82DDEBA8D,GuardNode58,127.0.182.204,GB,950D9C3AD2BD7D3C02A753FD793A59E303701980,MiddleNode676,127.0.25.244,CH,83DA02CC0A8BA58A0229E5F1BC3561129A36A3AE,ExitNode663,127.0.232.64,US,2025-11-19T23:08:37.195601,GENERAL,8485349,2603168,9215850,1.878302413821597,575874
41,1040,2025-11-19T23:08:50.782987,BUILT,6F2B677BA20156558D6BF8F78DB6C3CF4A561D8D,GuardNode757,127.0.2.248,US,AFCF99004B6056895E4FB282DEC128960C8E8658,MiddleNode92,127.0.63.232,NL,D6ED99C9B92C548BB9943763F1A04A8E080D4900,ExitNode36,127.0.105.254,AT,2025-11-19T23:08:50.160987,GENERAL,8531874,2127418,1261756,2.3615596590217356,36037
42,1041,2025-11-19T23:08:49.776967,BUILT,60D94E95CA0AA79649BB04343AF35E82A098943B,GuardNode80,127.0.185.234,CA,01794820EC375BAEBEFAECBCC0016FA60807CCEE,MiddleNode562,127.0.148.232,NL,7C86164879EC1FED0C8A472AE3825CA95A42EA16,ExitNode518,127.0.163.175,US,2025-11-19T23:08:48.917967,GENERAL,7992152,1447241,1856098,2.4909018730578802,866806
43,1042,2025-11-19T23:08:21.889716,BUILT,D27677AA215375C019E4EB8E1B6AB7B39908A3B1,GuardNode316,127.0.222.71,US,73F68D1AE4D5CF164C286D1C70618F1409243FD9,MiddleNode337,127.0.62.234,SE,38D7A0F10C9999ECEEF3B8D093B68869334D179B,ExitNode500,127.0.156.166,JP,2025-11-19T23:08:21.382716,GENERAL,9162270,3856961,4419201,0.817833681569961,957746
44,1043,2025-11-19T23:09:17.515035,BUILT,10204901C99C039005F18575F12C36AB936D62B1,GuardNode661,127.0.167.250,SE,EE5838E3C91A0DC1F972373E83B593D328AF142C,MiddleNode977,127.0.178.102,DE,3BB9780D00BC3E08100CFB6D7EDEBE5C559DB406,ExitNode524,127.0.237.129,DE,2025-11-19T23:09:17.226035,GENERAL,4186515,2455218,5552603,0.523426311378189,775645
45,1044,2025-11-19T23:09:21.493419,BUILT,35A81089C261DD03CE9DD426E9E0528663289AFA,GuardNode717,127.0.44.221,FR,FA065B5B2FD7BFA348B307857C1E65F35279B864,MiddleNode288,127.0.193.176,US,269186700CAFF024453EDE8E8F05D66F3C920EBC,ExitNode993,127.0.118.220,US,2025-11-19T23:09:21.004419,GENERAL,6736247,5147663,5855506,1.6025215933738215,660859
46,1045,2025-11-19T23:08:35.580149,BUILT,F9F54EF23155DE9FF7E7BB002245C19D5863C845,GuardNode778,127.0.143.160,NL,7F3E39BD62DE70D856D853340279DBE69A5E62A7,MiddleNode48,127.0.60.193,FR,26030E167551768D3BEAFD1807438A0DAE26CAB6,ExitNode420,127.0.134.69,DE,2025-11-19T23:08:34.778149,GENERAL,6844675,7180791,6270380,1.2132204165719507,879912
47,1046,2025-11-19T23:08:35.789665,BUILT,879E63C4A322A441CE40ACE1DC3D618EE79F9496,GuardNode639,127.0.185.61,US,7276BEF58F1F115870BC7C1D52AB790269449262,MiddleNode550,127.0.224.187,JP,9873D8D01B982DE9453101847B135866C27CE3DB,ExitNode171,127.0.167.166,CA,2025-11-19T23:08:35.340665,GENERAL,5138992,6062367,5072647,1.4251303553013563,669603
48,1047,2025-11-19T23:09:01.386344,BUILT,5DFABE6063879C1C43E0B302D438AC8879DC2BC0,GuardNode495,127.0.239.160,NL,833E2964A4D7651FA456EBFAF4215DA1226612BD,MiddleNode559,127.0.205.240,AT,D37D6D7A5411D3A5413EA8A5937EBD2AA5319FDF,ExitNode219,127.0.15.74,SE,2025-11-19T23:09:00.407344,GENERAL,7205299,8723594,8159575,1.4394812346220616,374732
49,1048,2025-11-19T23:08:55.110834,BUILT,C77E9459594050FE632396DC56BC2A531CF2ECB2,GuardNode10,127.0.147.79,CH,5991F2E5D6F4FD402DF7659CA5716B2768C23A82,MiddleNode937,127.0.185.151,AT,D8E841C67209A412FFC70D08D40C9B5CC39B10B7,ExitNode875,127.0.117.207,CH,2025-11-19T23:08:54.491834,GENERAL,6372627,7226320,3946032,2.232530956969484,467935
50,1049,2025-11-19T23:08:20.552018,BUILT,B97DCCDEA6E88CC6C407AA9F2314AB118D79357D,GuardNode817,127.0.102.94,CA,1EF470A5E92DEE436BC2C06923DEC4C889A1E202,MiddleNode23,127.0.209.200,DE,B61DF5EDE2F03F31FD55EF9289FD9F2388F97471,ExitNode787,127.0.66.26,DE,2025-11-19T23:08:19.887018,GENERAL,6958342,3398771,9194594,0.9303253911512688,293216
51,1050,2025-11-19T23:08:53.652149,BUILT,4CF9159C4F96A659E06D56E49BDE6D1866763E90,GuardNode531,127.0.39.67,CA,BD0124C67050BD5D6F30D85E021CB9B885AD54FD,MiddleNode460,127.0.184.125,NL,1EDC66474020EEE8B483FBDF9B13F98D22876DF7,ExitNode574,127.0.1.119,CH,2025-11-19T23:08:52.812149,GENERAL,2808332,1584023,9904802,1.409161969885978,284887
52,1051,2025-11-19T23:08:34.488868,BUILT,32B5EDFB730A3FAB04DA542A3D7B631C24E14E78,GuardNode404,127.0.2.69,DE,2A1C54FE5E8CD736C9505E5A809562F809D13459,MiddleNode529,127.0.79.208,GB,A95C363EF8E8A874D64E50A72EAFF6B3CC40DEAE,ExitNode793,127.0.247.17,NL,2025-11-19T23:08:34.033868,GENERAL,3458533,7140577,7422457,0.6567214755025854,723375
53,1052,2025-11-19T23:09:18.741995,BUILT,D06471E98DD46A6DBBAF8BB23240929685F12290,GuardNode377,127.0.60.38,AT,936760BBB6091D76826570EC63D1D9825C811511,MiddleNode117,127.0.34.142,NL,CFCC573A39ABA516652F2709ABDAE331341D036F,ExitNode601,127.0.2.191,DE,2025-11-19T23:09:18.474995,GENERAL,2621285,5139407,1545864,1.7914636812131914,808796
54,1053,2025-11-19T23:08:32.078203,BUILT,C938B541F875616694AB80AEC47FFE66565E612E,GuardNode698,127.0.14.63,JP,7AA2068A06D424120D34254B45FC69795EF02C1C,MiddleNode76,127.0.173.191,CA,9CC83EA4FC875A9A568C6C5DBEC78F0B5169EF92,ExitNode370,127.0.159.25,GB,2025-11-19T23:08:31.710203,GENERAL,3892617,8257612,7983330,2.2364377542782257,859383
55,1054,2025-11-19T23:08:40.137787,BUILT,42B9E77F8B831E70FCB147715D94C78215D63108,GuardNode959,127.0.154.238,NL,F30133A02A38442A0851D572220522493B963DBD,MiddleNode796,127.0.147.10,DE,FF9973610E1147656C8DEE060365CE698B0ADFCE,ExitNode746,127.0.85.186,JP,2025-11-19T23:08:39.554787,GENERAL,3575897,3822671,9514964,1.1006910018178493,502375
56,1055,2025-11-19T23:09:24.444738,BUILT,9717ABC70B33802CA0881D86B8AE3F4A63C6D82F,GuardNode338,127.0.244.32,CH,29D667E3343E1A2054397BD1A0D875927257E411,MiddleNode525,127.0.194.186,FR,0A17C0939A3414AEAF60BAF89E308EB3750F9C1C,ExitNode366,127.0.206.1,FR,2025-11-19T23:09:24.332738,GENERAL,9387809,8236522,4061750,2.4765616016433776,12100
57,1056,2025-11-19T23:09:29.474199,BUILT,0E25F38C61B8BBE875578DA5EB5566538FFE8132,GuardNode519,127.0.19.55,AT,66DC0E3E7A73F1D1F27B48426D027641095414A5,MiddleNode254,127.0.38.235,GB,FBA8230D4DADB5CDFDD0C47AA61AE06F8C5CDE74,ExitNode650,127.0.99.132,US,2025-11-19T23:09:29.343199,GENERAL,8390924,9137416,7254560,0.8755622737509419,514712
58,1057,2025-11-19T23:08:37.854464,BUILT,0C3739A4C0E9E2B7F9B288EE4637EA5D18E445B1,GuardNode56,127.0.231.84,SE,43375ACA593D164E5520B98465534D8EB7DAD11A,MiddleNode743,127.0.250.73,SE,06EDFFBFBAFFD6710A7E187AC3B6A9E3C637D650,ExitNode387,127.0.98.55,DE,2025-11-19T23:08:37.176464,GENERAL,7724426,2018498,1744710,1.1749676788427303,93918
59,1058,2025-11-19T23:08:26.552601,BUILT,06DA0206011F2A3FCCB2AB80EA8D32B68D8C1B3F,GuardNode154,127.0.213.78,CH,7F469BC67E95BE185EBCCFDBED833AFDF1F67F46,MiddleNode581,127.0.170.158,FR,19216AD38B76B6A1B94DC3094D8CC1039AEEA9D7,ExitNode902,127.0.153.163,JP,2025-11-19T23:08:25.787601,GENERAL,9395199,5279368,5771833,1.8445977606138475,826841
60,1059,2025-11-19T23:09:25.923689,BUILT,B718C2DAF2E96CA72BA4F33FD792078E0C8A87AB,GuardNode574,127.0.20.217,CH,86088B54C575D308CA63B56FD3304A63D14E857E,MiddleNode268,127.0.202.80,CA,CACA3514D85621FC21856A0F72F11194F7A99F38,ExitNode215,127.0.83.1,NL,2025-11-19T23:09:25.116689,GENERAL,7396460,2372116,3603690,1.87160659011023,894663
61,1060,2025-11-19T23:09:33.681972,BUILT,1A9DAC69CC2CA9759CEA2873B99792A918AA8C17,GuardNode965,127.0.112.78,CH,B96282D132E962CF92B129F1614879C4AA89999E,MiddleNode963,127.0.10.163,JP,6DB41B47914AF778BD6F213039DFC526A4CE8955,ExitNode379,127.0.177.99,US,2025-11-19T23:09:33.040972,GENERAL,8054502,5114908,5110672,1.8973280847710412,65295
62,1061,2025-11-19T23:09:22.824129,BUILT,05A63515CE7FA9A34C34A706B05A5393EA38AAAE,GuardNode712,127.0.16.106,CH,8E0AAAB9C324484E3FE3A9C84D508746F5D59870,MiddleNode575,127.0.138.107,AT,EAEA32C7311575A607F4602EBF4C1C2926FB4A69,ExitNode632,127.0.45.208,CH,2025-11-19T23:09:22.524129,GENERAL,9822121,2370462,7236029,1.3053400427972852,932103
63,1062,2025-11-19T23:09:12.507165,BUILT,E7516AD2EB0D4114F7092387CF68B824803EECBC,GuardNode277,127.0.160.22,JP,5B498A646E7A5B11A8BB6C36D5F0FA6BB6A3B9D8,MiddleNode369,127.0.100.15,AT,38C2DF17142BF93FFEEA3FC394BF53E2F00BD3D1,ExitNode788,127.0.52.149,CH,2025-11-19T23:09:12.209165,GENERAL,2286526,7724313,1376905,1.1822815945950276,921742
64,1063,2025-11-19T23:08:33.005690,BUILT,E3235FDD2CF0DE7A5E1FF502827251085DC1230E,GuardNode432,127.0.4.113,JP,F91405D776122B1A4C6D75EEFA3EC94AEDB82AA8,MiddleNode946,127.0.194.212,FR,F5EB079E32CAB15AD3F83D4B5F4A3501181A6ED3,ExitNode261,127.0.214.156,FR,2025-11-19T23:08:32.642690,GENERAL,2175290,1233203,3663800,1.1244764470227882,109592
