request_id,circuit_id,timestamp,status,guard_fingerprint,guard_nickname,guard_address,guard_country,middle_fingerprint,middle_nickname,middle_address,middle_country,exit_fingerprint,exit_nickname,exit_address,exit_country,build_time,purpose,guard_bandwidth,middle_bandwidth,exit_bandwidth,circuit_setup_duration,total_bytes
16,1015,2025-11-19T22:51:52.178930,BUILT,5849D49501AA5BAE2D7B832C2A7D98ADBBCC09FF,GuardNode98,127.0.48.244,CA,81AF94BB81C48BBDE74293FE61864EB8BF36C302,MiddleNode62,127.0.212.158,SE,706618A9154F28FF3A13C2F426ED02573DE2AABB,ExitNode33,127.0.247.241,AT,2025-11-19T22:51:51.627930,GENERAL,9354642,9199008,8094199,2.3473342203031304,711201
17,1016,2025-11-19T22:51:52.955168,BUILT,67A3F6F8CAECF70FB6168250EAA82D58D1BF0E29,GuardNode9,127.0.182.77,CA,C0D45CB951D03899B9CC1A43CE02268C154AE7E3,MiddleNode32,127.0.105.7,CA,097EC896C84B520F6D778C8B9CCFCE56204422BB,ExitNode20,127.0.154.33,CH,2025-11-19T22:51:52.561168,GENERAL,6478220,7979987,2834477,1.4895752397914708,102729
18,1017,2025-11-19T22:51:46.369078,BUILT,F731C74E51EDF7A3927CA5B95FCEED359CEE9C13,GuardNode57,127.0.212.92,CA,00126F07A1909176076666E5CC620F6C78F7ED05,MiddleNode29,127.0.11.253,GB,409D5F1BDDC5E8DC7848D33CEA88B33AC6557533,ExitNode12,127.0.17.188,CH,2025-11-19T22:51:45.694078,GENERAL,6803971,7065142,9158965,1.7455494083968457,488182
19,1018,2025-11-19T22:51:57.629717,BUILT,B4A7693679746F864E9C304BB513F2112D9F9684,GuardNode76,127.0.133.12,AT,701CC45A24BE80AF2DB65E4A626D319AAB83235A,MiddleNode48,127.0.74.211,CA,4A871C091D24D374CAF00E981C653B9FCC0D1053,ExitNode25,127.0.135.195,FR,2025-11-19T22:51:56.945717,GENERAL,5909699,2415847,4152322,1.4054012410263086,695271
20,1019,2025-11-19T22:51:48.123046,BUILT,1E91A3F1C873E95663B1675CB38ACC8AE8061A46,GuardNode54,127.0.197.229,CH,6DA8429D3E59EAC3CBF8F6EF497E62A4B07744FF,MiddleNode112,127.0.223.162,GB,9854C0837C9185AF2A6D2AD15B173D600287209B,ExitNode29,127.0.13.243,JP,2025-11-19T22:51:47.240046,GENERAL,6691568,3554946,6223542,1.0022640036931154,421364
21,1020,2025-11-19T22:52:04.741339,BUILT,AAB2788AB226523D1639AFDED89CCD6C7C00A704,GuardNode72,127.0.87.81,GB,9E35064DCFE23727012622AC23372B11F5A94AE5,MiddleNode49,127.0.42.250,SE,97E4EBFDA625CF78CA6C981FF42B2B2BE89DE521,ExitNode46,127.0.212.46,CH,2025-11-19T22:52:04.293339,GENERAL,7771689,1958572,9414098,1.8131768307297687,222145
22,1021,2025-11-19T22:52:12.931248,BUILT,2CD9533C95317345093E540752AF0DD6E5FF2030,GuardNode17,127.0.64.167,AT,AB4032F1DF6B91EED13B79429E824A2C4A5BCA86,MiddleNode25,127.0.2.239,FR,89B5BB8B1C5053C85184A57EE45FE9B4FC6970BD,ExitNode31,127.0.115.122,FR,2025-11-19T22:52:12.525248,GENERAL,7677981,7206309,7549913,1.7595803020552643,212338
23,1022,2025-11-19T22:52:17.307311,BUILT,74B6D566EA43DC93FFEE00AB328C49E8F9A6E8A5,GuardNode88,127.0.33.92,SE,9E35064DCFE23727012622AC23372B11F5A94AE5,MiddleNode49,127.0.42.250,SE,4C907AEE3A77683F1177D5A622DD302BD84B0E4F,ExitNode41,127.0.109.143,NL,2025-11-19T22:52:16.590311,GENERAL,6326050,1958572,4832839,1.8074712980212957,265400
24,1023,2025-11-19T22:51:49.057713,BUILT,59961EFA209C728369014E2AFC09723DEFAF6B2C,GuardNode34,127.0.161.83,FR,BD74BEE97DBF19CD5B6CEA278A949A1CB2A16399,MiddleNode33,127.0.96.205,US,97E4EBFDA625CF78CA6C981FF42B2B2BE89DE521,ExitNode46,127.0.212.46,CH,2025-11-19T22:51:48.601713,GENERAL,9779826,1741456,9414098,1.8798049671323485,410119
25,1024,2025-11-19T22:52:18.303568,BUILT,5591651C0D17F61A531B5F9E56825D2723055661,GuardNode6,127.0.214.56,US,F1CD5F873247A8711CCB88EEC79A764C3C7CBFD8,MiddleNode138,127.0.178.148,JP,A87F14229C3D4E251D5C37C35AB8C11A2D46816C,ExitNode43,127.0.197.166,US,2025-11-19T22:52:17.505568,GENERAL,3510020,9546949,5017176,2.2980293048954255,695309
26,1025,2025-11-19T22:52:05.425653,BUILT,BCAEC4BBD9070896EB9DFCD155CB6AE8DEA5C691,GuardNode3,127.0.201.217,JP,E846B98C2420EFE9F502C8A64C63931E9E4C888F,MiddleNode150,127.0.55.245,DE,2A62C5414B660FE8D1C4778EE1581801343E2F8C,ExitNode9,127.0.100.4,DE,2025-11-19T22:52:04.470653,GENERAL,5881042,8213305,5388320,2.405916896980739,826963
27,1026,2025-11-19T22:51:53.431567,BUILT,8ED3DC8CD518000D4E43FF940B700D36D7CE1018,GuardNode41,127.0.225.84,FR,BBA1A874757FEFEB1DD977F58CBBC73C7FFB17A3,MiddleNode36,127.0.197.10,CA,F76497ACEEDCFE38DE24EEAA122EA042DC9A09C6,ExitNode14,127.0.57.163,SE,2025-11-19T22:51:52.859567,GENERAL,7748240,6530086,1879348,1.833170253173752,670665
28,1027,2025-11-19T22:51:57.898984,BUILT,2CD9533C95317345093E540752AF0DD6E5FF2030,GuardNode17,127.0.64.167,AT,972A793853E510ECF4EAA78B1E9C899EBC01A3BC,MiddleNode119,127.0.32.147,DE,97E4EBFDA625CF78CA6C981FF42B2B2BE89DE521,ExitNode46,127.0.212.46,CH,2025-11-19T22:51:57.016984,GENERAL,7677981,6834759,9414098,1.4975204558179085,80953
29,1028,2025-11-19T22:51:55.984514,BUILT,B209216BE6DEB3179663D6E4A7B6DC24921895A4,GuardNode75,127.0.198.4,AT,0C1CB1262618C20267D06523CA9E04AC30B263FF,MiddleNode135,127.0.4.101,NL,8CADE4EC7758DB256CDA62F01BC3842A4697246E,ExitNode18,127.0.65.72,CH,2025-11-19T22:51:55.111514,GENERAL,4450836,7904212,3197597,1.8449749364906411,880052
30,1029,2025-11-19T22:52:32.008725,BUILT,A157D0F2DD051DE9D47F254FC26DD1D76B0FF21F,GuardNode91,127.0.244.94,CH,64DC00CE24AE3891F0C9072C0C7407F45F8FEDB3,MiddleNode120,127.0.224.205,NL,67941552E7C631EC3E259AA1C67026DF0F0F3D03,ExitNode4,127.0.76.144,CA,2025-11-19T22:52:31.564725,GENERAL,1759242,3552206,8534574,0.5949127985512765,548287
31,1030,2025-11-19T22:51:58.048989,BUILT,47BBB8B6904147352463B9642CA97D1DD9304D60,GuardNode25,127.0.53.192,DE,4FC46E62FD3DDB26C8F9390C7C1907013199917E,MiddleNode9,127.0.23.48,NL,BCB5D831B92F812F181B417BF994BF894485E691,ExitNode6,127.0.164.25,CH,2025-11-19T22:51:57.101989,GENERAL,4902911,7633565,9526313,1.0552623644888661,384020
32,1031,2025-11-19T22:52:31.142298,BUILT,DAFA593D0FDD62A861A170A2506526C4C4E3E39F,GuardNode73,127.0.212.253,CA,89B005AA0336577C85FD1E01F82FC9EE20DBBB3E,MiddleNode128,127.0.101.20,AT,EE4EA24E505278571D736F1C74170B2B6BEC415C,ExitNode32,127.0.150.48,JP,2025-11-19T22:52:30.897298,GENERAL,9574423,2176814,5083742,2.4084859384737856,644445
33,1032,2025-11-19T22:52:15.238025,BUILT,A6B84889163CCCC194EA8258CB3AAB6250C1CF6D,GuardNode37,127.0.234.212,GB,701CC45A24BE80AF2DB65E4A626D319AAB83235A,MiddleNode48,127.0.74.211,CA,1ABB0222CD759A7D596F803DFE5D7B175F54E500,ExitNode48,127.0.184.80,AT,2025-11-19T22:52:14.803025,GENERAL,1853216,2415847,3418688,2.4471136439636476,436474
34,1033,2025-11-19T22:52:36.692089,BUILT,4542A9F0CF955AE42ABC2054B370984A777FF6C4,GuardNode53,127.0.38.132,CA,03BD26FF8DBCF0AD2F97A304EC87F6E646D638CC,MiddleNode126,127.0.178.81,CA,8B97DE046DC360EA0F5D9240D8E4C58AC542F18F,ExitNode16,127.0.215.218,GB,2025-11-19T22:52:35.770089,GENERAL,1931129,1515505,4592146,1.5406097651625748,855890
35,1034,2025-11-19T22:52:36.492139,BUILT,326AC25C99B3F2443385341E7C55EDFE4C4A8EE0,GuardNode59,127.0.57.211,FR,F5D1D34B34A6ABA6EFD84745EFF672EED4D7788A,MiddleNode122,127.0.12.101,AT,4A871C091D24D374CAF00E981C653B9FCC0D1053,ExitNode25,127.0.135.195,FR,2025-11-19T22:52:35.626139,GENERAL,4616797,4503783,4152322,2.399587425184401,129161
36,1035,2025-11-19T22:52:02.923733,BUILT,D633EC1421826C319C294C1C66E243C9D137D92E,GuardNode64,127.0.46.150,DE,2A3DA250FF70A9C4C7B44FD535088C1CB4389E2F,MiddleNode7,127.0.197.107,FR,D486C6FEEB41B559279B06C196E0FB6A51F7FE5B,ExitNode27,127.0.83.63,DE,2025-11-19T22:52:02.607733,GENERAL,3163703,9939536,9279745,1.9674710634409205,747437
37,1036,2025-11-19T22:52:13.957763,BUILT,B209216BE6DEB3179663D6E4A7B6DC24921895A4,GuardNode75,127.0.198.4,AT,63DF20574C75978D03FF4E2D881BF25ADD942EC7,MiddleNode130,127.0.205.204,CH,D0888AABF37A19653598A82E3B31A7EE932AF4CB,ExitNode45,127.0.169.43,US,2025-11-19T22:52:13.338763,GENERAL,4450836,9273804,5598079,1.7789000197916938,547328
38,1037,2025-11-19T22:52:48.405389,BUILT,27F119F8810529A1217968D4369011A737C8A55A,GuardNode13,127.0.13.176,GB,72A46400F87D45271B2CED4F0BF94525FE882157,MiddleNode26,127.0.153.55,SE,1834F603F5301D4D8E3EC79CFB056AF6CD4C5B19,ExitNode37,127.0.253.215,SE,2025-11-19T22:52:48.166389,GENERAL,5030687,8816148,6861257,1.404765869436349,273806
39,1038,2025-11-19T22:52:02.688440,BUILT,C028E22AA6CE918CB4569AEE5991A684F7EE9E36,GuardNode85,127.0.12.151,CH,D4EC7148661470096DF05EE51A556FE6129770C1,MiddleNode109,127.0.229.56,US,713F2D49FC7181CB172C27804E235F4A894324EC,ExitNode47,127.0.238.207,GB,2025-11-19T22:52:02.093440,GENERAL,4253558,7881709,5445598,1.1425105889383327,268501
40,1039,2025-11-19T22:51:58.329451,BUILT,6A514ECC6CD46B9C68650F3B04EF5C03AD361968,GuardNode93,127.0.39.189,CH,BAFC8831AA8D975F7875BD1A95FC4AA63B523130,MiddleNode103,127.0.63.19,CH,583296265EFF58B12267F54AC3F96490DFC38277,ExitNode24,127.0.156.136,CA,2025-11-19T22:51:57.628451,GENERAL,8587025,8180697,2292272,2.2908592559720535,902390
41,1040,2025-11-19T22:52:30.250538,BUILT,C5669E0912BB3A9D9CC42035DD6A160AE15D0446,GuardNode67,127.0.216.204,FR,5041EBF2EC019826246A7BCCF272DD1EA1F33EE6,MiddleNode137,127.0.183.64,AT,4A871C091D24D374CAF00E981C653B9FCC0D1053,ExitNode25,127.0.135.195,FR,2025-11-19T22:52:29.598538,GENERAL,2592578,6938796,4152322,1.0776234677336287,247369
42,1041,2025-11-19T22:52:11.875464,BUILT,BD07500AB73233705263FA2FBE9C875FCAE841B0,GuardNode12,127.0.119.56,CH,A73E44B9341092B0A6B3A70FEECBCB6A398F4E3B,MiddleNode102,127.0.103.178,DE,F9252A3417C96D0C7FA1540AEAD5D34E1204FBDF,ExitNode50,127.0.164.81,GB,2025-11-19T22:52:10.938464,GENERAL,7584571,8888542,2431937,1.2058779113961027,780146
43,1042,2025-11-19T22:52:00.275675,BUILT,D3904A9A61112D6378FC35AE11994AD07755FEE9,GuardNode4,127.0.145.51,NL,322EA01D12D1E4AEAE7B07DF8506378A80E9CBD1,MiddleNode148,127.0.215.32,CH,B99C5287F2E8DB862AC7C9F97C7F5545D85F68EB,ExitNode38,127.0.194.20,CA,2025-11-19T22:51:59.790675,GENERAL,6878082,7192555,9325244,1.3051020128551234,633643
44,1043,2025-11-19T22:52:18.920844,BUILT,638BA67EDF948654D4031D70E601EAEC1364970E,GuardNode49,127.0.62.119,GB,D1330EDB1CFD537AC33A2446BAAD04F7B396A922,MiddleNode89,127.0.235.142,NL,23413EEC0CE2305B656A58BDC4846E51AF88DE22,ExitNode10,127.0.97.32,CH,2025-11-19T22:52:18.658844,GENERAL,2681584,2686406,5039697,1.7748721153715654,367524
45,1044,2025-11-19T22:52:33.673765,BUILT,EEB0EC07F6EEF4BCA7BC0E237B3A0E3E4320CAA1,GuardNode40,127.0.18.127,GB,0C1CB1262618C20267D06523CA9E04AC30B263FF,MiddleNode135,127.0.4.101,NL,67941552E7C631EC3E259AA1C67026DF0F0F3D03,ExitNode4,127.0.76.144,CA,2025-11-19T22:52:33.088765,GENERAL,7406442,7904212,8534574,1.2615483917464596,917405
46,1045,2025-11-19T22:52:37.262094,BUILT,EC15E240EA3DE0FA5F66DB2AD1F191F6B2157B46,GuardNode97,127.0.234.157,US,E064414A67CDD996EED55288CB4904EB62845B52,MiddleNode73,127.0.179.191,SE,527496F7998E2F550EAC136545A6E53755CDDF12,ExitNode35,127.0.146.54,FR,2025-11-19T22:52:36.454094,GENERAL,2440187,5161744,1667834,0.6785909244153994,455023
47,1046,2025-11-19T22:52:40.267243,BUILT,0E001E6DAE437DE45E6E7210E84E874611544376,GuardNode38,127.0.249.87,FR,F34ADCD847D53AB86749CE60921F4081344C2AC3,MiddleNode125,127.0.19.48,AT,4C907AEE3A77683F1177D5A622DD302BD84B0E4F,ExitNode41,127.0.109.143,NL,2025-11-19T22:52:39.573243,GENERAL,4067748,3475498,4832839,1.2946707094993546,767404
48,1047,2025-11-19T22:52:18.587340,BUILT,1291EC4E28FC40DA56837DB2CC6437D83C4C5EF1,GuardNode87,127.0.206.3,GB,322EA01D12D1E4AEAE7B07DF8506378A80E9CBD1,MiddleNode148,127.0.215.32,CH,5A6AFBE63154667E3043898CED0A58BA517C769D,ExitNode39,127.0.65.167,FR,2025-11-19T22:52:17.979340,GENERAL,3526442,7192555,6482437,1.190664838117037,996711
49,1048,2025-11-19T22:52:04.855548,BUILT,7DDAA08F4A47A77F18700801A0419A7E0A2AF6B0,GuardNode46,127.0.179.211,CA,E846B98C2420EFE9F502C8A64C63931E9E4C888F,MiddleNode150,127.0.55.245,DE,527496F7998E2F550EAC136545A6E53755CDDF12,ExitNode35,127.0.146.54,FR,2025-11-19T22:52:04.485548,GENERAL,1094907,8213305,1667834,0.8994209663303074,947860
50,1049,2025-11-19T22:52:52.938282,BUILT,4E20C3EDC9751AE7A8D73D2CC6586FB104BDFCB7,GuardNode65,127.0.88.108,AT,CE2104A9AFEA01A6C82ACCD49419AD20052B1BD0,MiddleNode13,127.0.127.67,GB,A0E27ED5A2993622955D5D6137BA617C75E23A39,ExitNode11,127.0.98.103,FR,2025-11-19T22:52:52.776282,GENERAL,8872582,6195915,2574125,0.629608061842851,957589
51,1050,2025-11-19T22:53:12.811263,BUILT,326AC25C99B3F2443385341E7C55EDFE4C4A8EE0,GuardNode59,127.0.57.211,FR,4FC46E62FD3DDB26C8F9390C7C1907013199917E,MiddleNode9,127.0.23.48,NL,583296265EFF58B12267F54AC3F96490DFC38277,ExitNode24,127.0.156.136,CA,2025-11-19T22:53:12.494263,GENERAL,4616797,7633565,2292272,1.9567322143854462,22537
52,1051,2025-11-19T22:52:22.760072,BUILT,5849D49501AA5BAE2D7B832C2A7D98ADBBCC09FF,GuardNode98,127.0.48.244,CA,6264DD32D9627011B0610D7433F7332199DBE0B4,MiddleNode113,127.0.187.145,CA,F76497ACEEDCFE38DE24EEAA122EA042DC9A09C6,ExitNode14,127.0.57.163,SE,2025-11-19T22:52:22.216072,GENERAL,9354642,1520203,1879348,1.4466537583856336,514276
53,1052,2025-11-19T22:52:34.236843,BUILT,B4A7693679746F864E9C304BB513F2112D9F9684,GuardNode76,127.0.133.12,AT,05EBA8298ECB34278CB98A4C18ED02F0623FC010,MiddleNode57,127.0.185.181,DE,E9A5813502C371C091EF0C8B5C18E37554773D5C,ExitNode22,127.0.78.212,NL,2025-11-19T22:52:33.438843,GENERAL,5909699,5388266,7825723,1.8146011204974228,70797
54,1053,2025-11-19T22:53:03.883230,BUILT,565C7499C244F949576A1445430DE23D718E3D95,GuardNode39,127.0.123.138,CA,F58504F27329969C925587053A08CFCC9B2981E8,MiddleNode74,127.0.118.82,FR,23413EEC0CE2305B656A58BDC4846E51AF88DE22,ExitNode10,127.0.97.32,CH,2025-11-19T22:53:03.335230,GENERAL,9307606,3184432,5039697,1.5513904016175961,341529
55,1054,2025-11-19T22:52:14.812639,BUILT,72CA90D38D23D4ED856A891F10FD0AF6DC6B1684,GuardNode1,127.0.67.146,JP,CE2104A9AFEA01A6C82ACCD49419AD20052B1BD0,MiddleNode13,127.0.127.67,GB,D486C6FEEB41B559279B06C196E0FB6A51F7FE5B,ExitNode27,127.0.83.63,DE,2025-11-19T22:52:14.138639,GENERAL,5288985,6195915,9279745,1.3894482658953722,446616
56,1055,2025-11-19T22:53:03.865106,BUILT,D5E3DE03FE05D5DDC108D7023D54705610A54584,GuardNode31,127.0.207.240,NL,BDCA3EB957A59B26B48C8E6DD65A29CF747F0A5A,MiddleNode144,127.0.134.244,CH,1834F603F5301D4D8E3EC79CFB056AF6CD4C5B19,ExitNode37,127.0.253.215,SE,2025-11-19T22:53:03.687106,GENERAL,4611571,6768284,6861257,0.6888396922571345,530436
57,1056,2025-11-19T22:53:05.453914,BUILT,6A514ECC6CD46B9C68650F3B04EF5C03AD361968,GuardNode93,127.0.39.189,CH,513A0D94B3A77E8AB9A78AE02EF4CE53C3508C33,MiddleNode6,127.0.158.243,SE,0E321B37D62F0689A19770E4BAED456A435BE03D,ExitNode30,127.0.24.72,FR,2025-11-19T22:53:05.091914,GENERAL,8587025,9600478,6677628,1.834758256786532,186780
58,1057,2025-11-19T22:53:18.954754,BUILT,B74BBFB3320C3BFAF77D36E0903712608B64F4AB,GuardNode77,127.0.22.246,NL,C37306080A06A4AF3C8D94C46094D72E479E13B1,MiddleNode97,127.0.181.34,DE,706618A9154F28FF3A13C2F426ED02573DE2AABB,ExitNode33,127.0.247.241,AT,2025-11-19T22:53:17.984754,GENERAL,5728211,2426026,8094199,2.4872464410833373,880340
59,1058,2025-11-19T22:53:09.082820,BUILT,D3CAC803B78458153A6B17D3C1635FBEBCA54245,GuardNode36,127.0.73.198,FR,5ECC675858DAFAAD3BC413ABE6F30FE8B1E26A1E,MiddleNode37,127.0.249.155,FR,0E321B37D62F0689A19770E4BAED456A435BE03D,ExitNode30,127.0.24.72,FR,2025-11-19T22:53:08.454820,GENERAL,7245310,4918977,6677628,0.6727397997807283,581792
60,1059,2025-11-19T22:52:48.138644,BUILT,15BDEBF43CFF1AA44EFABE62039AE5610013C27B,GuardNode26,127.0.220.189,SE,41D4125C03D2EEDD5B6F29CB6EEBA2D2EFE029A0,MiddleNode93,127.0.143.181,DE,1A9CC46355DC4768C4724646C2D8E5B69AF7267E,ExitNode44,127.0.55.79,CA,2025-11-19T22:52:47.428644,GENERAL,6961848,2998205,4666604,0.8388261625158382,482038
61,1060,2025-11-19T22:52:35.796232,BUILT,96F20935222CB2E94B2E3A8EA258881E7D844B38,GuardNode30,127.0.199.181,SE,B21B44393D2C197C2CAEF6A7FF3EC38D56D62576,MiddleNode69,127.0.67.138,JP,8CADE4EC7758DB256CDA62F01BC3842A4697246E,ExitNode18,127.0.65.72,CH,2025-11-19T22:52:34.937232,GENERAL,6295989,7140238,3197597,2.3932125990097104,272467
62,1061,2025-11-19T22:53:33.969955,BUILT,F731C74E51EDF7A3927CA5B95FCEED359CEE9C13,GuardNode57,127.0.212.92,CA,63DF20574C75978D03FF4E2D881BF25ADD942EC7,MiddleNode130,127.0.205.204,CH,EE4EA24E505278571D736F1C74170B2B6BEC415C,ExitNode32,127.0.150.48,JP,2025-11-19T22:53:33.074955,GENERAL,6803971,9273804,5083742,2.4141670349923205,624072
63,1062,2025-11-19T22:52:43.708905,BUILT,62B43DF6F6468ED30F33F99D81D69E072A63D25C,GuardNode20,127.0.3.81,DE,825A554B00F4D0B78928279D8448417EE28A8FFC,MiddleNode83,127.0.193.76,CA,713F2D49FC7181CB172C27804E235F4A894324EC,ExitNode47,127.0.238.207,GB,2025-11-19T22:52:42.862905,GENERAL,7498877,7742579,5445598,1.0110058232005084,382527
64,1063,2025-11-19T22:53:08.194668,BUILT,EC15E240EA3DE0FA5F66DB2AD1F191F6B2157B46,GuardNode97,127.0.234.157,US,DAE51EE9F3F5492896FDD3C353651E9EA28B42C5,MiddleNode70,127.0.152.78,GB,67941552E7C631EC3E259AA1C67026DF0F0F3D03,ExitNode4,127.0.76.144,CA,2025-11-19T22:53:07.821668,GENERAL,2440187,6425409,8534574,1.305106282228324,864199
